Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	RxNorm_Semantic_Group_Abbreviation	RxNorm_Semantic_Group_Name	NDFRT_Code	NDFRT_Full_Name	NDFRT_Semantic_Group_Abbreviation	NDFRT_Semantic_Group_Name	UNII_Code	UNII_Display_Name
Adhesive Bandage	Adhesive Bandage	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive bandages	adhesive bandages	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive bandaid	adhesive bandaid	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive bandaids	adhesive bandaids	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive spray	adhesive spray	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Adhesive Tape	Adhesive Tape	67	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape & bandaids	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape & bandaids	bandaids	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Adhesive tape sensitivity	Adhesive tape sensitivity	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape, bandaid	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape, bandaid	bandaid	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape, surgical tape	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive tape, surgical tape	surgical tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
ADHESIVE TAPE, ULTRAM	ADHESIVE TAPE	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
ADHESIVE TAPE, ULTRAM	ULTRAM	1	Map		10689	Tramadol	CHEM	Chemicals & Drugs	N0000006885	Tramadol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9N7R477WCK	TRAMADOL HYDROCHLORIDE
adhesive/plastic tapes	adhesive tapes	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesive/plastic tapes	plastic tapes	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adhesives	adhesives	23	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
adrenalin	adrenalin	2	Map		3992	Epinephrine	CHEM	Chemicals & Drugs	N0000006261	Epinephrine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	YKH834O4BH	EPINEPHRINE
adrenaline	adrenaline	1	Map		3992	Epinephrine	CHEM	Chemicals & Drugs	N0000006261	Epinephrine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	YKH834O4BH	EPINEPHRINE
advil	advil	6	Map		5640	Ibuprofen	CHEM	Chemicals & Drugs	N0000006993	Ibuprofen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	WK2XYI10QM	IBUPROFEN
aerosene	aerosene	1	Text annotation only	Meaning unclear										
AEROSOL SPRAY	AEROSOL SPRAY	1	Map	Dose form					N0000010025	Aerosol [Dose Form]	CHEM	Chemicals & Drugs		
aerosporin	aerosporin	1	Map		8536	Polymyxin B	CHEM	Chemicals & Drugs	N0000007407	Polymyxin B [Chemical/Ingredient]	CHEM	Chemicals & Drugs	19371312D4	POLYMYXIN B SULFATE
afrijoles/chick peas/peas	afrijoles	1	Map	Close map	1370773	Bean extract	CHEM	Chemicals & Drugs					8WB9PV3YW5	BEAN
afrijoles/chick peas/peas	chick peas	1	Map		892569	pea allergenic extract	CHEM	Chemicals & Drugs	N0000022813	PEA	CHEM	Chemicals & Drugs	W4X7H8GYFM	PEA
afrijoles/chick peas/peas	peas	1	Map		892569	pea allergenic extract	CHEM	Chemicals & Drugs	N0000022813	PEA	CHEM	Chemicals & Drugs	W4X7H8GYFM	PEA
aggrenox	aggrenox	1	Map		226716	Aspirin / Dipyridamole	CHEM	Chemicals & Drugs	N0000191933	Aspirin, Dipyridamole Drug Combination [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
airborn allergies	airborn allergies	1	Text annotation only	Meaning unclear										
albuterol	albuterol	1	Map		435	Albuterol	CHEM	Chemicals & Drugs	N0000007409	Albuterol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	QF8SVZ843E	ALBUTEROL
albuterol inhaler	albuterol inhaler	1	Map		435	Albuterol	CHEM	Chemicals & Drugs	N0000007409	Albuterol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	QF8SVZ843E	ALBUTEROL
alcohol	alcohol	1	Map		448	Ethanol	CHEM	Chemicals & Drugs	N0000007432	Ethanol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3K9958V90M	ALCOHOL
aldactone	aldactone	1	Map		9997	Spironolactone	CHEM	Chemicals & Drugs	N0000005900	Spironolactone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	27O7W4T232	SPIRONOLACTONE
Aldera	Aldera	1	Map		59943	imiquimod	CHEM	Chemicals & Drugs	N0000004926	imiquimod [Chemical/Ingredient]	CHEM	Chemicals & Drugs	P1QW714R7M	IMIQUIMOD
Aldomet	Aldomet	1	Map		6876	Methyldopa	CHEM	Chemicals & Drugs	N0000007448	Methyldopa [Chemical/Ingredient]	CHEM	Chemicals & Drugs	56LH93261Y	METHYLDOPA
aleeve	aleeve	1	Map		7258	Naproxen	CHEM	Chemicals & Drugs	N0000007352	Naproxen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	57Y76R9ATQ	NAPROXEN
alendronic acid	alendronic acid	1	Map		46041	Alendronate	CHEM	Chemicals & Drugs	N0000006657	Alendronate [Chemical/Ingredient]	CHEM	Chemicals & Drugs	X1J18R4W8P	ALENDRONIC ACID
Aleve	Aleve	5	Map		7258	Naproxen	CHEM	Chemicals & Drugs	N0000007352	Naproxen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9TN87S3A3C	NAPROXEN SODIUM
alfaslfa	alfaslfa	1	Map		1309826	Medicago sativa leaf extract	CHEM	Chemicals & Drugs	N0000148261	ALFALFA	CHEM	Chemicals & Drugs	DJO934BRBD	ALFALFA
alieve	alieve	1	Map		7258	Naproxen	CHEM	Chemicals & Drugs	N0000007352	Naproxen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	57Y76R9ATQ	NAPROXEN
alkane	alkane	1	Do not map	Meaning unclear										
alkylamine	alkylamine	1	Map						N0000029290	[AH104] ANTIHISTAMINES,ALKYLAMINE	CHEM	Chemicals & Drugs		
all "caines"	all "caines"	1	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
all "mycins"	all "mycins"	1	Map	Probably erythromycin					N0000029081	[AM200] ERYTHROMYCINS/MACROLIDES	CHEM	Chemicals & Drugs		
all abx except PCN	all abx except PCN	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
all abx except pcn.  hallucination per pt.	all abx except pcn.  hallucination per pt.	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
all anesthesia !	all anesthesia !	1	Map						N0000029138	[CN200] ANESTHETICS	CHEM	Chemicals & Drugs		
ALL ANTIBIOTCS	ALL ANTIBIOTCS	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
ALL ANTIBIOTICS	ALL ANTIBIOTICS	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
ALL ANTIDEPRESSANTS	ALL ANTIDEPRESSANTS	1	Map	Suggest adding text annotation					N0000178314	Antidepressive Agent [TC]	CHEM	Chemicals & Drugs		
ALL ANTIPSYCHOTICS	ALL ANTIPSYCHOTICS	1	Map	Suggest adding text annotation					N0000029150	[CN700] ANTIPSYCHOTICS	CHEM	Chemicals & Drugs		
all caines	all caines	1	Map	Suggest adding text annotation					N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
All 'caines	All 'caines	1	Map	Suggest adding text annotation					N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
all cillins	all cillins	1	Map	Suggest adding text annotation					N0000011281	Penicillins [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
all cold medications	all cold medications	1	Map	Suggest adding text annotation					N0000029237	[RE000] RESPIRATORY TRACT MEDICATIONS	CHEM	Chemicals & Drugs		
all cold medicines	all cold medicines	1	Map	Suggest adding text annotation					N0000029237	[RE000] RESPIRATORY TRACT MEDICATIONS	CHEM	Chemicals & Drugs		
all forms of peppers	all forms of peppers	1	Map	Close map	1427085	Pepper extract	CHEM	Chemicals & Drugs						
all fur (dogs cats horses bunnies)	all fur (dogs cats horses bunnies)	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
all iv dyes	all iv dyes	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
all kind of caine	all kind of caine	1	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
all myacins	all myacins	1	Do not map	Meaning unclear										
all mycins	all mycins	1	Map	Probably erythromycin					N0000029081	[AM200] ERYTHROMYCINS/MACROLIDES	CHEM	Chemicals & Drugs		
all narcotics	all narcotics	2	Map						N0000029136	[CN101] OPIOID ANALGESICS	CHEM	Chemicals & Drugs		
all nucleosides	all nucleosides	1	Map	Suggest adding text annotation					N0000175465	Nucleoside Analog [EPC]	CHEM	Chemicals & Drugs		
all oral hypoglycemics	all oral hypoglycemics	1	Map						N0000029185	[HS502] ORAL HYPOGLYCEMIC AGENTS,ORAL	CHEM	Chemicals & Drugs		
all peppers	all peppers	1	Map	Close map	1427085	Pepper extract	CHEM	Chemicals & Drugs						
all psych meds except zyprexa	all psych meds except zyprexa	1	Map	Suggest adding text annotation					N0000178312	Central Nervous System Agent [TC]	CHEM	Chemicals & Drugs		
ALL PSYCHIATRIC MEDS	ALL PSYCHIATRIC MEDS	1	Map	Suggest adding text annotation					N0000178312	Central Nervous System Agent [TC]	CHEM	Chemicals & Drugs		
all psychotropics	all psychotropics	1	Map	Suggest adding text annotation					N0000178312	Central Nervous System Agent [TC]	CHEM	Chemicals & Drugs		
all reflux meds	all reflux meds	1	Text annotation only											
All tape but plastic	All tape but plastic	2	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
all to all caines	all to all caines	1	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
allegra	allegra	1	Map		87636	fexofenadine	CHEM	Chemicals & Drugs	N0000006671	fexofenadine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2S068B75ZU	FEXOFENADINE HYDROCHLORIDE
allergies unknown	allergies unknown	3	Do not map											
allergy	allergy	1	Do not map	Meaning unclear										
alleve	alleve	1	Map		7258	Naproxen	CHEM	Chemicals & Drugs	N0000007352	Naproxen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	57Y76R9ATQ	NAPROXEN
allopurinlo	allopurinlo	1	Map		519	Allopurinol	CHEM	Chemicals & Drugs	N0000005830	Allopurinol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63CZ7GJN5I	ALLOPURINOL
allopurinol	allopurinol	6	Map		519	Allopurinol	CHEM	Chemicals & Drugs	N0000005830	Allopurinol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63CZ7GJN5I	ALLOPURINOL
allopurinol  ace inhibitors horse serum	ace inhibitors	2	Map						N0000029130	[CV800] ACE INHIBITORS	CHEM	Chemicals & Drugs		
allopurinol  ace inhibitors horse serum	allopurinol	2	Map		519	Allopurinol	CHEM	Chemicals & Drugs	N0000005830	Allopurinol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63CZ7GJN5I	ALLOPURINOL
allopurinol  ace inhibitors horse serum	horse serum	2	Map	Suggest adding text annotation	1727875	Tetanus immune globulin	CHEM	Chemicals & Drugs	N0000005562	Tetanus Antitoxin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	V4SWI4RF4J	HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN
almodrine	almodrine	1	Do not map	Meaning unclear										
Almonds	Almonds	9	Map	Close map	892507	almond allergenic extract	CHEM	Chemicals & Drugs	N0000192803	ALLERGENIC EXTRACT, ALMOND	CHEM	Chemicals & Drugs	3Z252A2K9G	ALMOND
almonds - past allergy	almonds - past allergy	1	Map	Close map	892507	almond allergenic extract	CHEM	Chemicals & Drugs	N0000192803	ALLERGENIC EXTRACT, ALMOND	CHEM	Chemicals & Drugs	3Z252A2K9G	ALMOND
almost all antibiotics	almost all antibiotics	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
ALOE	ALOE	1	Map		91263	Aloe Extract	CHEM	Chemicals & Drugs	N0000147352	ALOE	CHEM	Chemicals & Drugs	V5VD430YW9	ALOE
alopurinol	alopurinol	1	Map		519	Allopurinol	CHEM	Chemicals & Drugs	N0000005830	Allopurinol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63CZ7GJN5I	ALLOPURINOL
alphagon	alphagon	1	Map		134615	brimonidine	CHEM	Chemicals & Drugs	N0000022048	BRIMONIDINE	CHEM	Chemicals & Drugs	E6GNX3HHTE	BRIMONIDINE
Altace	Altace	1	Map		35296	Ramipril	CHEM	Chemicals & Drugs	N0000007202	Ramipril [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L35JN3I7SJ	RAMIPRIL
altoids	altoids	1	Map		33094	Peppermint oil	CHEM	Chemicals & Drugs	N0000145797	PEPPERMINT OIL	CHEM	Chemicals & Drugs	AV092KU4JH	PEPPERMINT OIL
aluminum	aluminum	1	Map		1311504	Aluminum	CHEM	Chemicals & Drugs	N0000166276	Aluminum [Chemical/Ingredient]	CHEM	Chemicals & Drugs	CPD4NFA903	ALUMINUM
aluminum can	aluminum can	1	Map		1311504	Aluminum	CHEM	Chemicals & Drugs	N0000166276	Aluminum [Chemical/Ingredient]	CHEM	Chemicals & Drugs	CPD4NFA903	ALUMINUM
amalide	amalide	1	Do not map	Meaning unclear										
ambien	ambien	4	Map		39993	zolpidem	CHEM	Chemicals & Drugs	N0000007347	zolpidem [Chemical/Ingredient]	CHEM	Chemicals & Drugs	WY6W63843K	ZOLPIDEM TARTRATE
Amikacin	Amikacin	2	Map		641	Amikacin	CHEM	Chemicals & Drugs	N0000006770	Amikacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	84319SGC3C	AMIKACIN
aminoglycosides	aminoglycosides	1	Map						N0000007853	Aminoglycosides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
amiodarone	amiodarone	1	Map		703	Amiodarone	CHEM	Chemicals & Drugs	N0000005761	Amiodarone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N3RQ532IUT	AMIODARONE
amiodorone	amiodorone	1	Map		703	Amiodarone	CHEM	Chemicals & Drugs	N0000005761	Amiodarone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N3RQ532IUT	AMIODARONE
amitrypytiline	amitrypytiline	2	Map		704	Amitriptyline	CHEM	Chemicals & Drugs	N0000005763	Amitriptyline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1806D8D52K	AMITRIPTYLINE
amminophylline	amminophylline	2	Map		689	Aminophylline	CHEM	Chemicals & Drugs	N0000005738	Aminophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	27Y3KJK423	AMINOPHYLLINE
Amoxacillin	Amoxacillin	3	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
amoxcillin	amoxcillin	2	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
amoxicallin. darvon ,clindymin, predisone	amoxicallin	1	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
amoxicallin. darvon ,clindymin, predisone	clindymin	1	Map		2582	Clindamycin	CHEM	Chemicals & Drugs	N0000008083	Clindamycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3U02EL437C	CLINDAMYCIN
amoxicallin. darvon ,clindymin, predisone	darvon	1	Map		8785	Propoxyphene	CHEM	Chemicals & Drugs	N0000007689	Dextropropoxyphene [Chemical/Ingredient]	CHEM	Chemicals & Drugs	CB2TL9PS0T	PROPOXYPHENE HYDROCHLORIDE
amoxicallin. darvon ,clindymin, predisone	predisone	1	Map		8640	Prednisone	CHEM	Chemicals & Drugs	N0000006687	Prednisone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	VB0R961HZT	PREDNISONE
amoxicillan	amoxicillan	2	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
amoxicillian	amoxicillian	1	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
amoxicillin	amoxicillin	40	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	altor	1	Map		3355	Diclofenac	CHEM	Chemicals & Drugs	N0000008126	Diclofenac [Chemical/Ingredient]	CHEM	Chemicals & Drugs	144O8QL0L1	DICLOFENAC
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	Amoxicillin	1	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	aspirin	1	Map		1191	Aspirin	CHEM	Chemicals & Drugs	N0000006582	Aspirin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	R16CO5Y76E	ASPIRIN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	cephazil	1	Map		19552	cefprozil	CHEM	Chemicals & Drugs	N0000004502	cefprozil [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4W0459ZA4V	CEFPROZIL
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	cipro	1	Map		2551	Ciprofloxacin	CHEM	Chemicals & Drugs	N0000007046	Ciprofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4BA73M5E37	CIPROFLOXACIN HYDROCHLORIDE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	darvocet	1	Map		48274	Acetaminophen / Propoxyphene	CHEM	Chemicals & Drugs	N0000020133	ACETAMINOPHEN/PROPOXYPHENE	CHEM	Chemicals & Drugs		
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	demorol	1	Map		6754	Meperidine	CHEM	Chemicals & Drugs	N0000006387	Meperidine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9E338QE28F	MEPERIDINE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	erythromycin	1	Map		4053	Erythromycin	CHEM	Chemicals & Drugs	N0000007133	Erythromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63937KV33D	ERYTHROMYCIN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	flagyl	1	Map		6922	Metronidazole	CHEM	Chemicals & Drugs	N0000005776	Metronidazole [Chemical/Ingredient]	CHEM	Chemicals & Drugs	140QMO216E	METRONIDAZOLE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	morphine	1	Map		7052	Morphine	CHEM	Chemicals & Drugs	N0000007070	Morphine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	76I7G6D29C	MORPHINE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	motrin	1	Map		5640	Ibuprofen	CHEM	Chemicals & Drugs	N0000006993	Ibuprofen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	WK2XYI10QM	IBUPROFEN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	neomycin	1	Map		7299	Neomycin	CHEM	Chemicals & Drugs	N0000006423	Neomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	I16QD7X297	NEOMYCIN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	PCN	1	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tetracycline	1	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	toradol	1	Map		35827	Ketorolac	CHEM	Chemicals & Drugs	N0000166962	Ketorolac [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4EVE5946BQ	KETOROLAC TROMETHAMINE
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tylenol	1	Map		161	Acetaminophen	CHEM	Chemicals & Drugs	N0000007359	Acetaminophen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	362O9ITL9D	ACETAMINOPHEN
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tylenol II	1	Map		817579	Acetaminophen / Codeine	CHEM	Chemicals & Drugs	N0000020134	ACETAMINOPHEN/CODEINE	CHEM	Chemicals & Drugs		
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	vicodin	1	Map		214182	Acetaminophen / Hydrocodone	CHEM	Chemicals & Drugs	N0000020398	ACETAMINOPHEN/HYDROCODONE	CHEM	Chemicals & Drugs		
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	viox	1	Map		278567	valdecoxib	CHEM	Chemicals & Drugs	N0000010186	valdecoxib [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2919279Q3W	VALDECOXIB
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	zithromax	1	Map		18631	Azithromycin	CHEM	Chemicals & Drugs	N0000006752	Azithromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	5FD1131I7S	AZITHROMYCIN DIHYDRATE
