Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	UMLS_CUI_2	NDFRT_Full_Name	UNII_Code	UNII_Display_Name	SNOMED_CONCEPTID	SNOMED_FSN	UMLS_CUI
adhesive/plastic tapes	adhesive tapes	1	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			84756000	Adhesive tape, device (physical object)	C0001514
adhesive/plastic tapes	plastic tapes	1	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			335214007	Impermeable plastic adhesive tape (physical object)	C0461592
adhesives	adhesives	23	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			8170008	Adhesive, device (physical object)	C0001516
adrenalin	adrenalin	2	Map		3992	Epinephrine	C0014563	Epinephrine [Chemical/Ingredient]	YKH834O4BH	EPINEPHRINE	387362001	Epinephrine (substance)	C0014563
adrenaline	adrenaline	1	Map		3992	Epinephrine	C0014563	Epinephrine [Chemical/Ingredient]	YKH834O4BH	EPINEPHRINE	387362001	Epinephrine (substance)	C0014563
advil	advil	6	Map		5640	Ibuprofen	C0020740	Ibuprofen [Chemical/Ingredient]	WK2XYI10QM	IBUPROFEN	387207008	Ibuprofen (substance)	C0020740
aerosene	aerosene	1	Text annotation only	Meaning unclear									
AEROSOL SPRAY	AEROSOL SPRAY	1	Map	Dose form			C1112870	Aerosol [Dose Form]					C1112870
aerosporin	aerosporin	1	Map		8536	Polymyxin B	C0001714	Polymyxin B [Chemical/Ingredient]	19371312D4	POLYMYXIN B SULFATE	372824005	Polymyxin B (substance)	C0032535
afrijoles/chick peas/peas	afrijoles	1	Map	Close map	1370773	Bean extract	C0004896		8WB9PV3YW5	BEAN	256354006	Bean (substance)	C0004896
afrijoles/chick peas/peas	chick peas	1	Map		892569	pea allergenic extract	C0030738	PEA	W4X7H8GYFM	PEA	227346004	Chick peas (substance)	C0950052
afrijoles/chick peas/peas	peas	1	Map		892569	pea allergenic extract	C0030738	PEA	W4X7H8GYFM	PEA	260184002	Peas (substance)	C0030738
aggrenox	aggrenox	1	Map		226716	Aspirin / Dipyridamole	C0732279	Aspirin, Dipyridamole Drug Combination [Chemical/Ingredient]			319796006	Product containing aspirin and dipyridamole (medicinal product)	C0732279
airborn allergies	airborn allergies	1	Text annotation only	Meaning unclear									
albuterol	albuterol	1	Map		435	Albuterol	C0001927	Albuterol [Chemical/Ingredient]	QF8SVZ843E	ALBUTEROL	372897005	Salbutamol (substance)	C0001927
albuterol inhaler	albuterol inhaler	1	Map		435	Albuterol	C0001927	Albuterol [Chemical/Ingredient]	QF8SVZ843E	ALBUTEROL	372897005	Salbutamol (substance)	C0001927
alcohol	alcohol	1	Map		448	Ethanol	C0001962	Ethanol [Chemical/Ingredient]	3K9958V90M	ALCOHOL	53041004	Alcohol (substance)	C0001975
aldactone	aldactone	1	Map		9997	Spironolactone	C0037982	Spironolactone [Chemical/Ingredient]	27O7W4T232	SPIRONOLACTONE	387078006	Spironolactone (substance)	C0037982
Aldera	Aldera	1	Map		59943	imiquimod	C0165032	imiquimod [Chemical/Ingredient]	P1QW714R7M	IMIQUIMOD	386941002	Imiquimod (substance)	C0165032
Aldomet	Aldomet	1	Map		6876	Methyldopa	C0025741	Methyldopa [Chemical/Ingredient]	56LH93261Y	METHYLDOPA	373542000	Methyldopa (substance)	C0025741
aleeve	aleeve	1	Map		7258	Naproxen	C0027396	Naproxen [Chemical/Ingredient]	57Y76R9ATQ	NAPROXEN	372588000	Naproxen (substance)	C0027396
alendronic acid	alendronic acid	1	Map		46041	Alendronate	C0771311	Alendronate [Chemical/Ingredient]	X1J18R4W8P	ALENDRONIC ACID	391730008	Alendronic acid (substance)	C0771311
Aleve	Aleve	5	Map		7258	Naproxen	C0546873	Naproxen [Chemical/Ingredient]	9TN87S3A3C	NAPROXEN SODIUM	372588000	Naproxen (substance)	C0027396
alfaslfa	alfaslfa	1	Map		1309826	Medicago sativa leaf extract	C2349204	ALFALFA	DJO934BRBD	ALFALFA	716624002	Medicago sativa (substance)	C0939897
alieve	alieve	1	Map		7258	Naproxen	C0027396	Naproxen [Chemical/Ingredient]	57Y76R9ATQ	NAPROXEN	372588000	Naproxen (substance)	C0027396
alkane	alkane	1	Do not map	Meaning unclear							299982002	Alkane (substance)	C0002065
alkylamine	alkylamine	1	Map				C1874296	[AH104] ANTIHISTAMINES,ALKYLAMINE					C1874296
all "caines"	all "caines"	1	Map				C3536836	Local Anesthetic [EPC]					C3536836
all "mycins"	all "mycins"	1	Map	Probably erythromycin			C1875123	[AM200] ERYTHROMYCINS/MACROLIDES					C1875123
all abx except PCN	all abx except PCN	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
all abx except pcn.  hallucination per pt.	all abx except pcn.  hallucination per pt.	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
all anesthesia !	all anesthesia !	1	Map				C0002932	[CN200] ANESTHETICS			373266007	Anesthetic (substance)	C0002932
ALL ANTIBIOTCS	ALL ANTIBIOTCS	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
ALL ANTIBIOTICS	ALL ANTIBIOTICS	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
ALL ANTIDEPRESSANTS	ALL ANTIDEPRESSANTS	1	Map	Suggest adding text annotation			C0003289	Antidepressive Agent [TC]			372720008	Antidepressant (substance)	C0003289
ALL ANTIPSYCHOTICS	ALL ANTIPSYCHOTICS	1	Map	Suggest adding text annotation			C0040615	[CN700] ANTIPSYCHOTICS			372482001	Anti-psychotic agent (substance)	C0040615
all caines	all caines	1	Map	Suggest adding text annotation			C3536836	Local Anesthetic [EPC]			373477003	Local anesthetic (substance)	C0002934
All 'caines	All 'caines	1	Map	Suggest adding text annotation			C3536836	Local Anesthetic [EPC]			373477003	Local anesthetic (substance)	C0002934
all cillins	all cillins	1	Map	Suggest adding text annotation			C0030842	Penicillins [Chemical/Ingredient]			373270004	Penicillin -class of antibiotic- (substance)	C0030842
all cold medications	all cold medications	1	Map	Suggest adding text annotation			C1875729	[RE000] RESPIRATORY TRACT MEDICATIONS					C1875729
all cold medicines	all cold medicines	1	Map	Suggest adding text annotation			C1875729	[RE000] RESPIRATORY TRACT MEDICATIONS					C1875729
all forms of peppers	all forms of peppers	1	Map	Close map	1427085	Pepper extract					412066006	Pepper (substance)	C2347467
all fur (dogs cats horses bunnies)	all fur (dogs cats horses bunnies)	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			264287008	Animal dander (substance)	C0440454
all iv dyes	all iv dyes	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
all kind of caine	all kind of caine	1	Map				C3536836	Local Anesthetic [EPC]			373477003	Local anesthetic (substance)	C0002934
all myacins	all myacins	1	Do not map	Meaning unclear									
all mycins	all mycins	1	Map	Probably erythromycin			C1875123	[AM200] ERYTHROMYCINS/MACROLIDES					C1875123
all narcotics	all narcotics	2	Map				C0002772	[CN101] OPIOID ANALGESICS					C0002772
all nucleosides	all nucleosides	1	Map	Suggest adding text annotation			C3537141	Nucleoside Analog [EPC]			714629005	Nucleoside analog (substance)	C1579410
all oral hypoglycemics	all oral hypoglycemics	1	Map				C1875585	[HS502] ORAL HYPOGLYCEMIC AGENTS,ORAL					C1875585
all peppers	all peppers	1	Map	Close map	1427085	Pepper extract					412066006	Pepper (substance)	C2347467
all psych meds except zyprexa	all psych meds except zyprexa	1	Map	Suggest adding text annotation			C0007680	Central Nervous System Agent [TC]			418183005	Psychotropic agent (substance)	C0033978
ALL PSYCHIATRIC MEDS	ALL PSYCHIATRIC MEDS	1	Map	Suggest adding text annotation			C0007680	Central Nervous System Agent [TC]			418183005	Psychotropic agent (substance)	C0033978
all psychotropics	all psychotropics	1	Map	Suggest adding text annotation			C0007680	Central Nervous System Agent [TC]			418183005	Psychotropic agent (substance)	C0033978
all reflux meds	all reflux meds	1	Text annotation only										
All tape but plastic	All tape but plastic	2	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			84756000	Adhesive tape, device (physical object)	C0001514
all to all caines	all to all caines	1	Map				C3536836	Local Anesthetic [EPC]			373477003	Local anesthetic (substance)	C0002934
allegra	allegra	1	Map		87636	fexofenadine	C0771752	fexofenadine [Chemical/Ingredient]	2S068B75ZU	FEXOFENADINE HYDROCHLORIDE	372522002	Fexofenadine (substance)	C0296800
allergies unknown	allergies unknown	3	Do not map										
allergy	allergy	1	Do not map	Meaning unclear							609328004	Allergic disposition (disorder)	C3539909
alleve	alleve	1	Map		7258	Naproxen	C0027396	Naproxen [Chemical/Ingredient]	57Y76R9ATQ	NAPROXEN	372588000	Naproxen (substance)	C0027396
allopurinlo	allopurinlo	1	Map		519	Allopurinol	C0002144	Allopurinol [Chemical/Ingredient]	63CZ7GJN5I	ALLOPURINOL	387135004	Allopurinol (substance)	C0002144
allopurinol	allopurinol	6	Map		519	Allopurinol	C0002144	Allopurinol [Chemical/Ingredient]	63CZ7GJN5I	ALLOPURINOL	387135004	Allopurinol (substance)	C0002144
allopurinol  ace inhibitors horse serum	ace inhibitors	2	Map				C0003015	[CV800] ACE INHIBITORS			372733002	Angiotensin-converting enzyme inhibitor agent (substance)	C0003015
allopurinol  ace inhibitors horse serum	allopurinol	2	Map		519	Allopurinol	C0002144	Allopurinol [Chemical/Ingredient]	63CZ7GJN5I	ALLOPURINOL	387135004	Allopurinol (substance)	C0002144
allopurinol  ace inhibitors horse serum	horse serum	2	Map	Suggest adding text annotation	1727875	Tetanus immune globulin	C0039615	Tetanus Antitoxin [Chemical/Ingredient]	V4SWI4RF4J	HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN	425682001	Tetanus immunoglobulin (substance)	C4048265
almodrine	almodrine	1	Do not map	Meaning unclear									
Almonds	Almonds	9	Map	Close map	892507	almond allergenic extract	C0440286	ALLERGENIC EXTRACT, ALMOND	3Z252A2K9G	ALMOND	256350002	Almond (substance)	C0440286
almonds - past allergy	almonds - past allergy	1	Map	Close map	892507	almond allergenic extract	C0440286	ALLERGENIC EXTRACT, ALMOND	3Z252A2K9G	ALMOND	256350002	Almond (substance)	C0440286
almost all antibiotics	almost all antibiotics	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
ALOE	ALOE	1	Map		91263	Aloe Extract	C0304554	ALOE	V5VD430YW9	ALOE	391739009	Aloe (substance)	C0304554
alopurinol	alopurinol	1	Map		519	Allopurinol	C0002144	Allopurinol [Chemical/Ingredient]	63CZ7GJN5I	ALLOPURINOL	387135004	Allopurinol (substance)	C0002144
alphagon	alphagon	1	Map		134615	brimonidine	C0525227	BRIMONIDINE	E6GNX3HHTE	BRIMONIDINE	372547000	Brimonidine (substance)	C0525227
Altace	Altace	1	Map		35296	Ramipril	C0072973	Ramipril [Chemical/Ingredient]	L35JN3I7SJ	RAMIPRIL	386872004	Ramipril (substance)	C0072973
altoids	altoids	1	Map		33094	Peppermint oil	C0070325	PEPPERMINT OIL	AV092KU4JH	PEPPERMINT OIL	52283007	Peppermint oil (substance)	C0070325
aluminum	aluminum	1	Map		1311504	Aluminum	C0002367	Aluminum [Chemical/Ingredient]	CPD4NFA903	ALUMINUM	12503006	Aluminium (substance)	C0002367
aluminum can	aluminum can	1	Map		1311504	Aluminum	C0002367	Aluminum [Chemical/Ingredient]	CPD4NFA903	ALUMINUM	12503006	Aluminium (substance)	C0002367
amalide	amalide	1	Do not map	Meaning unclear									
ambien	ambien	4	Map		39993	zolpidem	C0724725	zolpidem [Chemical/Ingredient]	WY6W63843K	ZOLPIDEM TARTRATE	387569009	Zolpidem (substance)	C0078839
Amikacin	Amikacin	2	Map		641	Amikacin	C0002499	Amikacin [Chemical/Ingredient]	84319SGC3C	AMIKACIN	387266001	Amikacin (substance)	C0002499
aminoglycosides	aminoglycosides	1	Map				C0002556	Aminoglycosides [Chemical/Ingredient]			763805006	Aminoglycoside (substance)	C0002556
amiodarone	amiodarone	1	Map		703	Amiodarone	C0002598	Amiodarone [Chemical/Ingredient]	N3RQ532IUT	AMIODARONE	372821002	Amiodarone (substance)	C0002598
amiodorone	amiodorone	1	Map		703	Amiodarone	C0002598	Amiodarone [Chemical/Ingredient]	N3RQ532IUT	AMIODARONE	372821002	Amiodarone (substance)	C0002598
amitrypytiline	amitrypytiline	2	Map		704	Amitriptyline	C0002600	Amitriptyline [Chemical/Ingredient]	1806D8D52K	AMITRIPTYLINE	372726002	Amitriptyline (substance)	C0002600
amminophylline	amminophylline	2	Map		689	Aminophylline	C0002575	Aminophylline [Chemical/Ingredient]	27Y3KJK423	AMINOPHYLLINE	373508009	Aminophylline (substance)	C0002575
Amoxacillin	Amoxacillin	3	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
amoxcillin	amoxcillin	2	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
amoxicallin. darvon ,clindymin, predisone	amoxicallin	1	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
amoxicallin. darvon ,clindymin, predisone	clindymin	1	Map		2582	Clindamycin	C0008947	Clindamycin [Chemical/Ingredient]	3U02EL437C	CLINDAMYCIN	372786004	Clindamycin (substance)	C0008947
amoxicallin. darvon ,clindymin, predisone	darvon	1	Map		8785	Propoxyphene	C0242451	Dextropropoxyphene [Chemical/Ingredient]	CB2TL9PS0T	PROPOXYPHENE HYDROCHLORIDE	387042001	Dextropropoxyphene (substance)	C0033493
amoxicallin. darvon ,clindymin, predisone	predisone	1	Map		8640	Prednisone	C0032952	Prednisone [Chemical/Ingredient]	VB0R961HZT	PREDNISONE	116602009	Prednisone (substance)	C0032952
amoxicillan	amoxicillan	2	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
amoxicillian	amoxicillian	1	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
amoxicillin	amoxicillin	40	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	altor	1	Map		3355	Diclofenac	C0012091	Diclofenac [Chemical/Ingredient]	144O8QL0L1	DICLOFENAC	7034005	Diclofenac (substance)	C0012091
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	Amoxicillin	1	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	aspirin	1	Map		1191	Aspirin	C0004057	Aspirin [Chemical/Ingredient]	R16CO5Y76E	ASPIRIN	387458008	Aspirin (substance)	C0004057
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	cephazil	1	Map		19552	cefprozil	C0053882	cefprozil [Chemical/Ingredient]	4W0459ZA4V	CEFPROZIL	387538005	Cefprozil (substance)	C0053882
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	cipro	1	Map		2551	Ciprofloxacin	C0282104	Ciprofloxacin [Chemical/Ingredient]	4BA73M5E37	CIPROFLOXACIN HYDROCHLORIDE	372840008	Ciprofloxacin (substance)	C0008809
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	darvocet	1	Map		48274	Acetaminophen / Propoxyphene	C1384520	ACETAMINOPHEN/PROPOXYPHENE			350310007	Product containing dextropropoxyphene and paracetamol (medicinal product)	C1384520
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	demorol	1	Map		6754	Meperidine	C0025376	Meperidine [Chemical/Ingredient]	9E338QE28F	MEPERIDINE	387298007	Pethidine (substance)	C0025376
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	erythromycin	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	flagyl	1	Map		6922	Metronidazole	C0025872	Metronidazole [Chemical/Ingredient]	140QMO216E	METRONIDAZOLE	372602008	Metronidazole (substance)	C0025872
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	morphine	1	Map		7052	Morphine	C0026549	Morphine [Chemical/Ingredient]	76I7G6D29C	MORPHINE	373529000	Morphine (substance)	C0026549
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	motrin	1	Map		5640	Ibuprofen	C0020740	Ibuprofen [Chemical/Ingredient]	WK2XYI10QM	IBUPROFEN	387207008	Ibuprofen (substance)	C0020740
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	neomycin	1	Map		7299	Neomycin	C0027603	Neomycin [Chemical/Ingredient]	I16QD7X297	NEOMYCIN	373528008	Neomycin (substance)	C0027603
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	PCN	1	Map		70618	Penicillin	C0220892	Penicillin [Chemical/Ingredient]			764146007	Penicillin (substance)	C0220892
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	sulfa	1	Map				C0038760	Sulfonamides [Chemical/Ingredient]			387406002	Sulfonamide (substance)	C0304693
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tetracycline	1	Map		10395	Tetracycline	C0039644	Tetracycline [Chemical/Ingredient]	F8VB5M810T	TETRACYCLINE	372809001	Tetracycline (substance)	C0039644
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	toradol	1	Map		35827	Ketorolac	C0064326	Ketorolac [Chemical/Ingredient]	4EVE5946BQ	KETOROLAC TROMETHAMINE	372501008	Ketorolac (substance)	C0073631
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tylenol	1	Map		161	Acetaminophen	C0000970	Acetaminophen [Chemical/Ingredient]	362O9ITL9D	ACETAMINOPHEN	387517004	Paracetamol (substance)	C0000970
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	tylenol II	1	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
Amoxicillin, erythromycin, PCN, sulfa, cephazil, altor, zithromax, cipro, flagyl, tetracycline, demorol, aspirin, darvocet, bextra, viox, neomycin, toradol, morphine, tylenol, tylenol II, motrin, advil, vicodin.	vicodin	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
